Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
BMW,2 Series,2017.0,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Convertible,32.0,21.0,3916.0
BMW,2 Series,2017.0,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,32.0,21.0,3916.0
BMW,2 Series,2017.0,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,34.0,23.0,3916.0
BMW,2 Series,2017.0,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,35.0,24.0,3916.0
BMW,2 Series,2017.0,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,33.0,24.0,3916.0
BMW,2 Series,2017.0,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Convertible,33.0,23.0,3916.0
Audi,200,1990.0,regular unleaded,162.0,NaN,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20.0,16.0,3105.0
Audi,200,1990.0,NaN,162.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Wagon,22.0,15.0,3105.0
Audi,200,1990.0,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,23.0,15.0,3105.0
Audi,200,1991.0,regular unleaded,NaN,5.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,22.0,16.0,3105.0
Audi,200,1991.0,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Wagon,22.0,16.0,3105.0
Audi,200,1991.0,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20.0,16.0,3105.0
Chrysler,200,2015.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2015.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2015.0,NaN,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29.0,18.0,1013.0
Chrysler,200,NaN,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2015.0,flex-fuel (unleaded/E85),184.0,NaN,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2015.0,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,NaN,Midsize,Sedan,29.0,18.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29.0,18.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,NaN,18.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,NaN,4.0,Midsize,NaN,36.0,23.0,1013.0
Chrysler,200,2016.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,NaN,2016.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28.0,18.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28.0,18.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),295.0,NaN,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28.0,18.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36.0,23.0,1013.0
Chrysler,200,2017.0,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,NaN,36.0,23.0,1013.0
Nissan,200SX,1996.0,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36.0,26.0,2009.0
Nissan,200SX,1996.0,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36.0,26.0,2009.0
Nissan,200SX,1996.0,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29.0,21.0,2009.0
Nissan,200SX,1997.0,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29.0,21.0,2009.0
Nissan,200SX,1997.0,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,25.0,2009.0
Nissan,200SX,1997.0,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,25.0,2009.0
Nissan,200SX,1998.0,regular unleaded,115.0,4.0,NaN,front wheel drive,2.0,Compact,Coupe,35.0,25.0,2009.0
Nissan,200SX,1998.0,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,25.0,2009.0
Nissan,200SX,1998.0,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,28.0,20.0,2009.0
Nissan,240SX,1996.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
Nissan,240SX,1996.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,NaN,NaN,19.0,2009.0
Nissan,240SX,1997.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,NaN,19.0,2009.0
Nissan,240SX,1997.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
Nissan,240SX,1997.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
Nissan,240SX,1998.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,20.0,2009.0
Nissan,240SX,1998.0,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,20.0,2009.0
Nissan,240SX,1998.0,regular unleaded,155.0,4.0,NaN,rear wheel drive,2.0,Compact,Coupe,25.0,20.0,2009.0
Volvo,240,1991.0,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,26.0,19.0,870.0
Volvo,240,1991.0,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,NaN,18.0,870.0
Volvo,240,1991.0,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26.0,19.0,870.0
Volvo,240,1992.0,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26.0,19.0,870.0
Volvo,240,1992.0,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,26.0,19.0,870.0
Volvo,240,1992.0,NaN,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26.0,19.0,870.0
Volvo,240,1993.0,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26.0,19.0,870.0
Volvo,240,1993.0,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,25.0,18.0,870.0
Mazda,2,2012.0,regular unleaded,NaN,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35.0,29.0,586.0
Mazda,2,2012.0,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35.0,29.0,NaN
Mazda,2,2012.0,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34.0,28.0,586.0
Mazda,2,2012.0,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34.0,28.0,586.0
Mazda,2,2013.0,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34.0,28.0,586.0
Mazda,2,2013.0,regular unleaded,100.0,4.0,NaN,front wheel drive,4.0,Compact,4dr Hatchback,34.0,28.0,586.0
Mazda,2,2013.0,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,NaN,29.0,586.0
Mazda,2,2013.0,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35.0,29.0,586.0
Mazda,2,2014.0,regular unleaded,NaN,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34.0,28.0,586.0
Mazda,2,2014.0,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34.0,28.0,586.0
Mazda,2,2014.0,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35.0,29.0,586.0
Mazda,2,2014.0,regular unleaded,100.0,4.0,MANUAL,front wheel drive,NaN,Compact,4dr Hatchback,35.0,29.0,586.0
BMW,3 Series Gran Turismo,2015.0,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,NaN,30.0,20.0,3916.0
BMW,3 Series Gran Turismo,2015.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,33.0,22.0,3916.0
BMW,3 Series Gran Turismo,2015.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,NaN,22.0,3916.0
BMW,3 Series Gran Turismo,2016.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,NaN,Midsize,4dr Hatchback,34.0,22.0,3916.0
BMW,3 Series Gran Turismo,2016.0,premium unleaded (required),300.0,6.0,AUTOMATIC,NaN,4.0,Midsize,4dr Hatchback,30.0,20.0,3916.0
BMW,3 Series Gran Turismo,2017.0,premium unleaded (required),NaN,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,30.0,20.0,3916.0
BMW,3 Series Gran Turismo,2017.0,premium unleaded (required),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,33.0,23.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,33.0,22.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,NaN,33.0,25.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,35.0,23.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),300.0,NaN,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32.0,21.0,3916.0
BMW,3 Series,2015.0,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,45.0,32.0,NaN
BMW,3 Series,2015.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,NaN,22.0,3916.0
NaN,3 Series,NaN,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33.0,22.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,35.0,23.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30.0,20.0,3916.0
BMW,3 Series,2015.0,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,43.0,31.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,35.0,23.0,3916.0
BMW,3 Series,2015.0,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43.0,31.0,3916.0
BMW,3 Series,2015.0,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,36.0,24.0,3916.0
BMW,3 Series,2016.0,diesel,180.0,4.0,AUTOMATIC,all wheel drive,NaN,Midsize,Sedan,40.0,30.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33.0,22.0,3916.0
BMW,3 Series,2016.0,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,42.0,32.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34.0,22.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,34.0,22.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,34.0,22.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,34.0,22.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,36.0,24.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,35.0,23.0,3916.0
BMW,3 Series,2016.0,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,40.0,30.0,3916.0
BMW,3 Series,2016.0,premium unleaded (required),NaN,6.0,NaN,rear wheel drive,NaN,Midsize,Sedan,33.0,22.0,3916.0
BMW,3 Series,NaN,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34.0,23.0,3916.0
BMW,3 Series,2017.0,premium unleaded (recommended),180.0,NaN,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,34.0,23.0,3916.0
BMW,3 Series,2017.0,premium unleaded (recommended),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,35.0,23.0,3916.0
BMW,NaN,2017.0,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33.0,23.0,3916.0
BMW,3 Series,2017.0,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,40.0,30.0,3916.0
BMW,3 Series,2017.0,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,33.0,23.0,3916.0
BMW,3 Series,2017.0,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,42.0,32.0,3916.0
BMW,3 Series,2017.0,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31.0,21.0,3916.0
BMW,3 Series,2017.0,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32.0,21.0,3916.0
BMW,NaN,2017.0,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,40.0,30.0,3916.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,NaN,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,19.0,15.0,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,177.0,6.0,AUTOMATIC,NaN,4.0,Midsize,Wagon,20.0,15.0,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,158.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22.0,17.0,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,20.0,NaN,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,18.0,15.0,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22.0,16.0,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,NaN,Large,Sedan,19.0,15.0,617.0
Mercedes-Benz,NaN,1991.0,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,21.0,14.0,617.0
Mercedes-Benz,300-Class,1991.0,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,NaN,Midsize,Coupe,22.0,15.0,617.0
Mercedes-Benz,300-Class,1991.0,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30.0,23.0,617.0
Mercedes-Benz,300-Class,1992.0,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29.0,23.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,228.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,NaN,14.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,21.0,15.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,19.0,15.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,20.0,15.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,NaN,21.0,15.0,NaN
Mercedes-Benz,300-Class,NaN,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22.0,16.0,617.0
Mercedes-Benz,300-Class,1992.0,diesel,148.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22.0,18.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,18.0,15.0,617.0
Mercedes-Benz,300-Class,1992.0,regular unleaded,158.0,6.0,AUTOMATIC,rear wheel drive,4.0,NaN,Sedan,23.0,18.0,617.0
Mercedes-Benz,300-Class,1993.0,regular unleaded,177.0,6.0,AUTOMATIC,NaN,4.0,Midsize,NaN,19.0,15.0,617.0
Mercedes-Benz,300-Class,1993.0,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,22.0,17.0,617.0
Mercedes-Benz,300-Class,1993.0,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30.0,23.0,617.0
Mercedes-Benz,300-Class,1993.0,regular unleaded,228.0,NaN,MANUAL,rear wheel drive,2.0,Compact,Convertible,21.0,14.0,617.0
NaN,300-Class,1993.0,regular unleaded,217.0,6.0,NaN,NaN,4.0,Midsize,Sedan,22.0,17.0,617.0
