Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Audi,100,0.074074074,regular unleaded,0.123678647,0.375,MANUAL,front wheel drive,1,Midsize,Sedan,0.023391813,0.069230769,0.548717949,0
Audi,100,0.074074074,regular unleaded,0.123678647,0.375,MANUAL,all wheel drive,1,Midsize,Sedan,0.035087719,0.076923077,0.548717949,0
Audi,100,0.074074074,regular unleaded,0.123678647,0.375,MANUAL,front wheel drive,1,Midsize,Sedan,0.026315789,0.069230769,0.548717949,0
Audi,100,0.111111111,regular unleaded,0.123678647,0.375,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.035087719,0.076923077,0.548717949,0
Audi,100,0.111111111,regular unleaded,0.123678647,0.375,MANUAL,front wheel drive,1,Midsize,Sedan,0.023391813,0.069230769,0.548717949,0
Audi,100,0.111111111,regular unleaded,0.123678647,0.375,MANUAL,front wheel drive,1,Midsize,Sedan,0.040935673,0.076923077,0.548717949,0
Audi,100,0.111111111,regular unleaded,0.123678647,0.375,MANUAL,all wheel drive,1,Midsize,Sedan,0.035087719,0.076923077,0.548717949,0
Audi,100,0.111111111,regular unleaded,0.123678647,0.375,AUTOMATIC,front wheel drive,1,Midsize,Wagon,0.026315789,0.069230769,0.548717949,0
Audi,100,0.148148148,regular unleaded,0.123678647,0.375,MANUAL,all wheel drive,1,Midsize,Sedan,0.026315789,0.069230769,0.548717949,0
Audi,100,0.148148148,regular unleaded,0.123678647,0.375,MANUAL,front wheel drive,1,Midsize,Sedan,0.029239766,0.069230769,0.548717949,0
Audi,100,0.148148148,regular unleaded,0.123678647,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.029239766,0.076923077,0.548717949,0
Audi,100,0.148148148,regular unleaded,0.123678647,0.375,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.029239766,0.069230769,0.548717949,0
Audi,100,0.148148148,regular unleaded,0.123678647,0.375,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.026315789,0.092307692,0.548717949,0
FIAT,124 Spider,1,premium unleaded (recommended),0.110993658,0.25,MANUAL,rear wheel drive,0,Compact,Convertible,0.067251462,0.146153846,0.144473917,0.012352815
FIAT,124 Spider,1,premium unleaded (recommended),0.110993658,0.25,MANUAL,rear wheel drive,0,Compact,Convertible,0.067251462,0.146153846,0.144473917,0.011141517
FIAT,124 Spider,1,premium unleaded (recommended),0.110993658,0.25,MANUAL,rear wheel drive,0,Compact,Convertible,0.067251462,0.092307692,0.144473917,0.012691979
Mercedes-Benz,190-Class,0.037037037,regular unleaded,0.079281184,0.25,MANUAL,rear wheel drive,1,Compact,Sedan,0.040935673,0.084615385,0.108753316,0
Mercedes-Benz,190-Class,0.037037037,regular unleaded,0.108879493,0.375,MANUAL,rear wheel drive,1,Compact,Sedan,0.038011696,0.076923077,0.108753316,0
Mercedes-Benz,190-Class,0.074074074,regular unleaded,0.108879493,0.375,MANUAL,rear wheel drive,1,Compact,Sedan,0.038011696,0.076923077,0.108753316,0
Mercedes-Benz,190-Class,0.074074074,regular unleaded,0.079281184,0.25,MANUAL,rear wheel drive,1,Compact,Sedan,0.040935673,0.084615385,0.108753316,0
Mercedes-Benz,190-Class,0.111111111,regular unleaded,0.079281184,0.25,MANUAL,rear wheel drive,1,Compact,Sedan,0.040935673,0.084615385,0.108753316,0
Mercedes-Benz,190-Class,0.111111111,regular unleaded,0.108879493,0.375,MANUAL,rear wheel drive,0.5,Compact,Sedan,0.038011696,0.076923077,0.108753316,0
BMW,2 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,rear wheel drive,0.5,Compact,Convertible,0.067251462,0.123076923,0.692130858,0.014947415
BMW,2 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,rear wheel drive,0.5,Compact,Convertible,0.064327485,0.123076923,0.692130858,0.017757626
BMW,2 Series,0.962962963,premium unleaded (required),0.28012685,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.055555556,0.1,0.692130858,0.022651269
BMW,2 Series,0.962962963,premium unleaded (required),0.195560254,0.3125,AUTOMATIC,all wheel drive,0,Compact,Convertible,0.067251462,0.123076923,0.692130858,0.015916453
BMW,2 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.064327485,0.115384615,0.692130858,0.018726664
BMW,2 Series,0.740740741,premium unleaded (required),0.28012685,0.375,MANUAL,rear wheel drive,0,Compact,Coupe,0.055555556,0.1,0.692130858,0.020422481
BMW,2 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.064327485,0.115384615,0.692130858,0.014947415
BMW,2 Series,0.962962963,premium unleaded (required),0.28012685,0.375,AUTOMATIC,rear wheel drive,0,Compact,Convertible,0.052631579,0.1,0.692130858,0.02139152
BMW,2 Series,0.962962963,premium unleaded (recommended),0.28012685,0.375,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.052631579,0.1,0.692130858,0.023620308
BMW,2 Series,1,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,0,Compact,Convertible,0.055555556,0.107692308,0.692130858,0.021536875
BMW,2 Series,1,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,all wheel drive,0,Compact,Convertible,0.058479532,0.107692308,0.692130858,0.022796625
BMW,2 Series,1,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.058479532,0.107692308,0.692130858,0.023765663
BMW,2 Series,1,premium unleaded (recommended),0.295983087,0.375,AUTOMATIC,rear wheel drive,0,Compact,Convertible,0.058479532,0.107692308,0.692130858,0.020567837
BMW,2 Series,1,premium unleaded (recommended),0.204016913,0.25,AUTOMATIC,rear wheel drive,0,Compact,Coupe,0.064327485,0.123076923,0.692130858,0.017902982
BMW,2 Series,1,premium unleaded (recommended),0.204016913,0.25,AUTOMATIC,all wheel drive,0,Compact,Coupe,0.067251462,0.130769231,0.692130858,0.015092771
BMW,2 Series,1,premium unleaded (recommended),0.204016913,0.25,AUTOMATIC,all wheel drive,0,Compact,Convertible,0.061403509,0.130769231,0.692130858,0.016061809
BMW,2 Series,1,premium unleaded (recommended),0.204016913,0.25,AUTOMATIC,all wheel drive,0,Compact,Convertible,0.061403509,0.123076923,0.692130858,0.01887202
Audi,200,0,regular unleaded,0.113107822,0.3125,MANUAL,all wheel drive,1,Midsize,Wagon,0.023391813,0.069230769,0.548717949,0
Audi,200,0,regular unleaded,0.113107822,0.3125,MANUAL,all wheel drive,1,Midsize,Sedan,0.029239766,0.061538462,0.548717949,0
Audi,200,0,regular unleaded,0.113107822,0.3125,MANUAL,all wheel drive,1,Midsize,Sedan,0.032163743,0.061538462,0.548717949,0
Audi,200,0.037037037,regular unleaded,0.205073996,0.3125,MANUAL,all wheel drive,1,Midsize,Wagon,0.029239766,0.069230769,0.548717949,0
Audi,200,0.037037037,regular unleaded,0.171247357,0.3125,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.029239766,0.069230769,0.548717949,0
Chrysler,200,0.037037037,flex-fuel (unleaded/E85),0.113107822,0.3125,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.023391813,0.069230769,0.548717949,0
Chrysler,200,0.925925926,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.011226308
Chrysler,200,0.925925926,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.010635195
Chrysler,200,0.925925926,flex-fuel (unleaded/E85),0.253699789,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.049707602,0.084615385,0.178779841,0.013261289
Chrysler,200,0.740740741,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.00968796
Chrysler,200,0.925925926,flex-fuel (unleaded/E85),0.136363636,0.3125,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.011931284
Chrysler,200,0.925925926,flex-fuel (unleaded/E85),0.253699789,0.375,AUTOMATIC,front wheel drive,0.5,Midsize,Sedan,0.049707602,0.084615385,0.178779841,0.013966264
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.00968796
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.012498171
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.253699789,0.375,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.049707602,0.084615385,0.178779841,0.014431402
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.253699789,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.040935673,0.084615385,0.178779841,0.013520506
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.009927797
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.012389154
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.011478258
Chrysler,200,0.962962963,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.010896835
Chrysler,200,1,flex-fuel (unleaded/E85),0.253699789,0.375,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.046783626,0.084615385,0.178779841,0.013520506
Chrysler,200,1,flex-fuel (unleaded/E85),0.253699789,0.375,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.046783626,0.084615385,0.178779841,0.014431402
Chrysler,200,1,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.011960355
Chrysler,200,1,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.009927797
Chrysler,200,1,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.011478258
Chrysler,200,1,flex-fuel (unleaded/E85),0.253699789,0.3125,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.046783626,0.084615385,0.178779841,0.014002603
Chrysler,200,1,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.012498171
Chrysler,200,1,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.00968796
Chrysler,200,1,flex-fuel (unleaded/E85),0.136363636,0.25,AUTOMATIC,front wheel drive,1,Midsize,Sedan,0.070175439,0.123076923,0.178779841,0.010896835
Nissan,200SX,0.222222222,regular unleaded,0.063424947,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.070175439,0.146153846,0.354907162,0
Nissan,200SX,0.222222222,regular unleaded,0.063424947,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.070175439,0.146153846,0.354907162,0
Nissan,200SX,0.222222222,regular unleaded,0.089852008,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.049707602,0.107692308,0.354907162,0
Nissan,200SX,0.259259259,regular unleaded,0.089852008,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.049707602,0.107692308,0.354907162,0
Nissan,200SX,0.259259259,regular unleaded,0.063424947,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.067251462,0.138461538,0.354907162,0
Nissan,200SX,0.259259259,regular unleaded,0.063424947,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.067251462,0.138461538,0.354907162,0
Nissan,200SX,0.296296296,regular unleaded,0.063424947,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.067251462,0.138461538,0.354907162,0
Nissan,200SX,0.296296296,regular unleaded,0.063424947,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.067251462,0.138461538,0.354907162,0
Nissan,200SX,0.296296296,regular unleaded,0.089852008,0.25,MANUAL,front wheel drive,0,Compact,Coupe,0.046783626,0.1,0.354907162,3.54E-05
Nissan,240SX,0.222222222,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.040935673,0.092307692,0.354907162,0.000829981
Nissan,240SX,0.222222222,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.040935673,0.092307692,0.354907162,0.000736469
Nissan,240SX,0.259259259,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.040935673,0.092307692,0.354907162,0.000925432
Nissan,240SX,0.259259259,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.040935673,0.092307692,0.354907162,0.001057221
Nissan,240SX,0.259259259,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.040935673,0.092307692,0.354907162,0.001020882
Nissan,240SX,0.296296296,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.038011696,0.1,0.354907162,0.001113909
Nissan,240SX,0.296296296,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.038011696,0.1,0.354907162,0.00130481
Nissan,240SX,0.296296296,regular unleaded,0.105708245,0.25,MANUAL,rear wheel drive,0,Compact,Coupe,0.038011696,0.1,0.354907162,0.001020882
Volvo,240,0.037037037,regular unleaded,0.062367865,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Wagon,0.040935673,0.092307692,0.153492485,0
Volvo,240,0.037037037,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Sedan,0.040935673,0.084615385,0.153492485,0
Volvo,240,0.037037037,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Sedan,0.040935673,0.092307692,0.153492485,0
Volvo,240,0.074074074,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Wagon,0.040935673,0.092307692,0.153492485,0
Volvo,240,0.074074074,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Sedan,0.040935673,0.092307692,0.153492485,0
Volvo,240,0.074074074,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Sedan,0.040935673,0.092307692,0.153492485,0
Volvo,240,0.111111111,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Wagon,0.040935673,0.092307692,0.153492485,0
Volvo,240,0.111111111,regular unleaded,0.062367865,0.25,MANUAL,rear wheel drive,1,Midsize,Wagon,0.038011696,0.084615385,0.153492485,0
Mazda,2,0.814814815,regular unleaded,0.205073996,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.067251462,0.169230769,0.103271441,0.006792958
Mazda,2,0.814814815,regular unleaded,0.04756871,0.25,AUTOMATIC,front wheel drive,1,Compact,4dr Hatchback,0.067251462,0.169230769,0.274624226,0.006071025
Mazda,2,0.814814815,regular unleaded,0.04756871,0.25,AUTOMATIC,front wheel drive,1,Compact,4dr Hatchback,0.064327485,0.161538462,0.103271441,0.007199954
Mazda,2,0.814814815,regular unleaded,0.04756871,0.25,AUTOMATIC,front wheel drive,1,Compact,4dr Hatchback,0.064327485,0.161538462,0.103271441,0.006478021
Mazda,2,0.851851852,regular unleaded,0.04756871,0.25,AUTOMATIC,front wheel drive,1,Compact,4dr Hatchback,0.064327485,0.161538462,0.103271441,0.007292013
Mazda,2,0.851851852,regular unleaded,0.04756871,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.064327485,0.161538462,0.103271441,0.006570079
Mazda,2,0.851851852,regular unleaded,0.04756871,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.040935673,0.169230769,0.103271441,0.006885017
Mazda,2,0.851851852,regular unleaded,0.04756871,0.25,AUTOMATIC,front wheel drive,1,Compact,4dr Hatchback,0.067251462,0.169230769,0.103271441,0.006163083
Mazda,2,0.888888889,regular unleaded,0.205073996,0.25,AUTOMATIC,front wheel drive,1,Compact,4dr Hatchback,0.064327485,0.161538462,0.103271441,0.007292013
Mazda,2,0.888888889,regular unleaded,0.04756871,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.064327485,0.161538462,0.103271441,0.006570079
Mazda,2,0.888888889,regular unleaded,0.04756871,0.25,MANUAL,front wheel drive,1,Compact,4dr Hatchback,0.067251462,0.169230769,0.103271441,0.006885017
Mazda,2,0.888888889,regular unleaded,0.04756871,0.25,MANUAL,front wheel drive,0.5,Compact,4dr Hatchback,0.067251462,0.169230769,0.103271441,0.006163083
BMW,3 Series Gran Turismo,0.925925926,premium unleaded (required),0.258985201,0.375,AUTOMATIC,all wheel drive,1,Midsize,4dr Hatchback,0.052631579,0.1,0.692130858,0.021924491
BMW,3 Series Gran Turismo,0.925925926,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,4dr Hatchback,0.061403509,0.115384615,0.692130858,0.019308087
BMW,3 Series Gran Turismo,0.925925926,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,4dr Hatchback,0.040935673,0.115384615,0.692130858,0.019308087
BMW,3 Series Gran Turismo,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,0.5,Midsize,4dr Hatchback,0.064327485,0.115384615,0.692130858,0.019865284
BMW,3 Series Gran Turismo,0.962962963,premium unleaded (required),0.258985201,0.375,AUTOMATIC,all wheel drive,1,Midsize,4dr Hatchback,0.052631579,0.1,0.692130858,0.022869303
BMW,3 Series Gran Turismo,1,premium unleaded (required),0.205073996,0.375,AUTOMATIC,all wheel drive,1,Midsize,4dr Hatchback,0.052631579,0.1,0.692130858,0.023087337
BMW,3 Series Gran Turismo,1,premium unleaded (required),0.204016913,0.25,AUTOMATIC,all wheel drive,1,Midsize,4dr Hatchback,0.061403509,0.123076923,0.692130858,0.020325577
BMW,3 Series,0.925925926,premium unleaded (required),0.196617336,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Wagon,0.061403509,0.115384615,0.692130858,0.019356539
BMW,3 Series,0.925925926,premium unleaded (required),0.295983087,0.375,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.061403509,0.138461538,0.692130858,0.023329596
BMW,3 Series,0.925925926,premium unleaded (required),0.195560254,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.067251462,0.123076923,0.692130858,0.017200429
BMW,3 Series,0.925925926,diesel,0.258985201,0.3125,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.058479532,0.107692308,0.692130858,0.020228674
BMW,3 Series,0.925925926,premium unleaded (required),0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.096491228,0.192307692,0.274624226,0.017927208
BMW,3 Series,0.925925926,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.040935673,0.115384615,0.692130858,0.018169467
BMW,3 Series,0.740740741,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.061403509,0.115384615,0.692130858,0.018169467
BMW,3 Series,0.925925926,premium unleaded (required),0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.067251462,0.123076923,0.692130858,0.015964905
BMW,3 Series,0.925925926,diesel,0.258985201,0.375,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.052631579,0.1,0.692130858,0.021197712
BMW,3 Series,0.925925926,premium unleaded (required),0.132135307,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.090643275,0.184615385,0.692130858,0.020083318
BMW,3 Series,0.925925926,diesel,0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.067251462,0.123076923,0.692130858,0.017200429
BMW,3 Series,0.925925926,premium unleaded (required),0.132135307,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.090643275,0.184615385,0.692130858,0.018896246
BMW,3 Series,0.925925926,diesel,0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.130769231,0.692130858,0.014995867
BMW,3 Series,0.962962963,premium unleaded (required),0.132135307,0.25,AUTOMATIC,all wheel drive,0.5,Midsize,Sedan,0.081871345,0.176923077,0.692130858,0.019308087
BMW,3 Series,0.962962963,diesel,0.28012685,0.375,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.061403509,0.115384615,0.692130858,0.022190976
BMW,3 Series,0.962962963,premium unleaded (required),0.132135307,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.087719298,0.192307692,0.692130858,0.018339049
BMW,3 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.064327485,0.115384615,0.692130858,0.01761227
BMW,3 Series,0.962962963,premium unleaded (required),0.195560254,0.25,MANUAL,rear wheel drive,1,Midsize,Sedan,0.064327485,0.115384615,0.692130858,0.018581309
BMW,3 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.064327485,0.115384615,0.692130858,0.01761227
BMW,3 Series,0.962962963,premium unleaded (required),0.195560254,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.064327485,0.115384615,0.692130858,0.019695703
BMW,3 Series,0.962962963,premium unleaded (required),0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.070175439,0.130769231,0.692130858,0.015092771
BMW,3 Series,0.962962963,diesel,0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.067251462,0.123076923,0.692130858,0.016061809
BMW,3 Series,0.962962963,premium unleaded (required),0.132135307,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.081871345,0.176923077,0.692130858,0.020422481
BMW,3 Series,0.962962963,premium unleaded (recommended),0.205073996,0.375,AUTOMATIC,rear wheel drive,0.5,Midsize,Sedan,0.061403509,0.115384615,0.692130858,0.021221938
BMW,3 Series,0.740740741,premium unleaded (recommended),0.204016913,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.064327485,0.123076923,0.692130858,0.017806078
BMW,3 Series,1,premium unleaded (recommended),0.132135307,0.3125,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.064327485,0.123076923,0.692130858,0.016207165
BMW,3 Series,1,premium unleaded (recommended),0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.067251462,0.123076923,0.692130858,0.015238127
BMW,3 Series,1,diesel,0.204016913,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.061403509,0.123076923,0.692130858,0.018775116
BMW,3 Series,1,premium unleaded (recommended),0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.081871345,0.176923077,0.692130858,0.019501895
BMW,3 Series,1,diesel,0.204016913,0.25,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.061403509,0.123076923,0.692130858,0.019841058
BMW,3 Series,1,premium unleaded (recommended),0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Sedan,0.087719298,0.192307692,0.692130858,0.018532857
BMW,3 Series,1,premium unleaded (recommended),0.28012685,0.375,AUTOMATIC,rear wheel drive,1,Midsize,Sedan,0.055555556,0.107692308,0.692130858,0.023208466
BMW,3 Series,1,diesel,0.28012685,0.375,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.058479532,0.107692308,0.692130858,0.022239428
BMW,3 Series,1,diesel,0.132135307,0.25,AUTOMATIC,all wheel drive,1,Midsize,Wagon,0.081871345,0.176923077,0.692130858,0.020567837
Mercedes-Benz,300-Class,0.037037037,regular unleaded,0.205073996,0.375,AUTOMATIC,rear wheel drive,1,Large,Wagon,0.020467836,0.061538462,0.108753316,0.000112408
