Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
BMW,1 Series,0.354169819,premium unleaded (required),0.662368655,0.228593522,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.186854028,-0.193596822,1.660821328,0.128193055
BMW,1 Series,0.354169819,premium unleaded (required),0.662368655,0.228593522,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,0.155159,0.031707375,1.660821328,0.049906036
Audi,100,-2.448702125,regular unleaded,-0.723211199,0.228593522,MANUAL,front wheel drive,0.661949346,Midsize,Sedan,-0.30085837,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.448702125,regular unleaded,-0.723211199,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Wagon,-0.30085837,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.448702125,regular unleaded,-0.723211199,0.228593522,MANUAL,front wheel drive,0.661949346,Midsize,Sedan,-0.75687574,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.448702125,regular unleaded,-0.723211199,0.228593522,MANUAL,all wheel drive,0.661949346,Midsize,Sedan,-0.30085837,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.448702125,regular unleaded,-0.723211199,0.228593522,MANUAL,front wheel drive,0.661949346,Midsize,Sedan,-0.642871397,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.315232032,regular unleaded,-0.723211199,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Wagon,-0.30085837,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.315232032,regular unleaded,-0.723211199,0.228593522,MANUAL,front wheel drive,0.661949346,Midsize,Sedan,-0.75687574,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.315232032,regular unleaded,-0.723211199,0.228593522,MANUAL,front wheel drive,0.661949346,Midsize,Sedan,-0.072849685,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.315232032,regular unleaded,-0.723211199,0.228593522,MANUAL,all wheel drive,0.661949346,Midsize,Sedan,-0.30085837,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.315232032,regular unleaded,-0.723211199,0.228593522,AUTOMATIC,front wheel drive,0.661949346,Midsize,Wagon,-0.642871397,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.18176194,regular unleaded,-0.723211199,0.228593522,MANUAL,all wheel drive,0.661949346,Midsize,Sedan,-0.642871397,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.18176194,regular unleaded,-0.723211199,0.228593522,MANUAL,front wheel drive,0.661949346,Midsize,Sedan,-0.528867055,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.18176194,regular unleaded,-0.723211199,0.228593522,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,-0.528867055,-0.30624892,1.089809126,-0.64218453
Audi,100,-2.18176194,regular unleaded,-0.723211199,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Wagon,-0.528867055,-0.418901019,1.089809126,-0.64218453
Audi,100,-2.18176194,regular unleaded,-0.723211199,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Wagon,-0.642871397,-0.080944723,1.089809126,-0.64218453
FIAT,124 Spider,0.88805019,premium unleaded (recommended),-0.835555512,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Convertible,0.953189397,0.707619966,-0.519727119,-0.217519091
FIAT,124 Spider,0.88805019,premium unleaded (recommended),-0.835555512,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Convertible,0.953189397,0.707619966,-0.519727119,-0.259161123
FIAT,124 Spider,0.88805019,premium unleaded (recommended),-0.835555512,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Convertible,0.953189397,-0.080944723,-0.519727119,-0.205859322
Mercedes-Benz,190-Class,-2.582172217,regular unleaded,-1.116416293,-0.915817229,MANUAL,rear wheel drive,0.661949346,Compact,Sedan,-0.072849685,-0.193596822,-0.661952107,-0.64218453
Mercedes-Benz,190-Class,-2.582172217,regular unleaded,-0.854279564,0.228593522,MANUAL,rear wheel drive,0.661949346,Compact,Sedan,-0.186854028,-0.30624892,-0.661952107,-0.64218453
Mercedes-Benz,190-Class,-2.448702125,regular unleaded,-0.854279564,0.228593522,MANUAL,rear wheel drive,0.661949346,Compact,Sedan,-0.186854028,-0.30624892,-0.661952107,-0.64218453
Mercedes-Benz,190-Class,-2.448702125,regular unleaded,-1.116416293,-0.915817229,MANUAL,rear wheel drive,0.661949346,Compact,Sedan,-0.072849685,-0.193596822,-0.661952107,-0.64218453
Mercedes-Benz,190-Class,-2.315232032,regular unleaded,-1.116416293,-0.915817229,MANUAL,rear wheel drive,0.661949346,Compact,Sedan,-0.072849685,-0.193596822,-0.661952107,-0.64218453
Mercedes-Benz,190-Class,-2.315232032,regular unleaded,-0.854279564,0.228593522,MANUAL,rear wheel drive,-0.486517322,Compact,Sedan,-0.186854028,-0.30624892,-0.661952107,-0.64218453
BMW,2 Series,0.754580097,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,rear wheel drive,-0.486517322,Compact,Convertible,0.953189397,0.36966367,1.660821328,-0.12832186
BMW,2 Series,0.754580097,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,rear wheel drive,-0.486517322,Compact,Convertible,0.839185054,0.36966367,1.660821328,-0.031712346
BMW,2 Series,0.754580097,premium unleaded (required),0.662368655,0.228593522,AUTOMATIC,all wheel drive,-1.63498399,Compact,Coupe,0.497172027,0.031707375,1.660821328,0.136521462
BMW,2 Series,0.754580097,premium unleaded (required),-0.086593428,-0.343611853,AUTOMATIC,all wheel drive,-1.63498399,Compact,Convertible,0.953189397,0.36966367,1.660821328,-0.095008234
BMW,2 Series,0.754580097,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,rear wheel drive,-1.63498399,Compact,Coupe,0.839185054,0.257011572,1.660821328,0.001601279
BMW,2 Series,-0.046240458,premium unleaded (required),0.662368655,0.228593522,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,0.497172027,0.031707375,1.660821328,0.059900123
BMW,2 Series,0.754580097,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,-1.63498399,Compact,Coupe,0.839185054,0.257011572,1.660821328,-0.12832186
BMW,2 Series,0.754580097,premium unleaded (required),0.662368655,0.228593522,AUTOMATIC,rear wheel drive,-1.63498399,Compact,Convertible,0.383167684,0.031707375,1.660821328,0.093213749
BMW,2 Series,0.754580097,premium unleaded (recommended),0.662368655,0.228593522,AUTOMATIC,all wheel drive,-1.63498399,Compact,Coupe,0.383167684,0.031707375,1.660821328,0.169835087
BMW,2 Series,0.88805019,premium unleaded (recommended),0.802799046,0.228593522,AUTOMATIC,rear wheel drive,-1.63498399,Compact,Convertible,0.497172027,0.144359473,1.660821328,0.098210792
BMW,2 Series,0.88805019,premium unleaded (recommended),0.802799046,0.228593522,AUTOMATIC,all wheel drive,-1.63498399,Compact,Convertible,0.611176369,0.144359473,1.660821328,0.141518505
BMW,2 Series,0.88805019,premium unleaded (recommended),0.802799046,0.228593522,AUTOMATIC,rear wheel drive,-1.63498399,Compact,Coupe,0.611176369,0.144359473,1.660821328,0.174832131
BMW,2 Series,0.88805019,premium unleaded (recommended),0.802799046,0.228593522,AUTOMATIC,rear wheel drive,-1.63498399,Compact,Convertible,0.611176369,0.144359473,1.660821328,0.064897167
BMW,2 Series,0.88805019,premium unleaded (recommended),-0.01169722,-0.915817229,AUTOMATIC,rear wheel drive,-1.63498399,Compact,Coupe,0.839185054,0.36966367,1.660821328,-0.026715302
BMW,2 Series,0.88805019,premium unleaded (recommended),-0.01169722,-0.915817229,AUTOMATIC,all wheel drive,-1.63498399,Compact,Coupe,0.953189397,0.482315769,1.660821328,-0.123324816
BMW,2 Series,0.88805019,premium unleaded (recommended),-0.01169722,-0.915817229,AUTOMATIC,all wheel drive,-1.63498399,Compact,Convertible,0.725180712,0.482315769,1.660821328,-0.09001119
BMW,2 Series,0.88805019,premium unleaded (recommended),-0.01169722,-0.915817229,AUTOMATIC,all wheel drive,-1.63498399,Compact,Convertible,0.725180712,0.36966367,1.660821328,0.006598323
Audi,200,-2.71564231,regular unleaded,-0.81683146,-0.343611853,MANUAL,all wheel drive,0.661949346,Midsize,Wagon,-0.75687574,-0.418901019,1.089809126,-0.64218453
Audi,200,-2.71564231,regular unleaded,-0.81683146,-0.343611853,MANUAL,all wheel drive,0.661949346,Midsize,Sedan,-0.528867055,-0.531553117,1.089809126,-0.64218453
Audi,200,-2.71564231,regular unleaded,-0.81683146,-0.343611853,MANUAL,all wheel drive,0.661949346,Midsize,Sedan,-0.414862713,-0.531553117,1.089809126,-0.64218453
Audi,200,-2.582172217,regular unleaded,-0.002335194,-0.343611853,MANUAL,all wheel drive,0.661949346,Midsize,Wagon,-0.528867055,-0.418901019,1.089809126,-0.64218453
Audi,200,-2.582172217,regular unleaded,-0.301920027,-0.343611853,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,-0.528867055,-0.418901019,1.089809126,-0.64218453
Chrysler,200,-2.582172217,flex-fuel (unleaded/E85),-0.81683146,-0.343611853,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,-0.75687574,-0.418901019,1.089809126,-0.64218453
Chrysler,200,0.621110005,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.256246181
Chrysler,200,0.621110005,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.276567492
Chrysler,200,0.621110005,flex-fuel (unleaded/E85),0.428318004,0.228593522,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,0.269163342,-0.193596822,-0.383134805,-0.186287568
Chrysler,200,-0.046240458,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.309131561
Chrysler,200,0.621110005,flex-fuel (unleaded/E85),-0.610866887,-0.343611853,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.232010518
Chrysler,200,0.621110005,flex-fuel (unleaded/E85),0.428318004,0.228593522,AUTOMATIC,front wheel drive,-0.486517322,Midsize,Sedan,0.269163342,-0.193596822,-0.383134805,-0.162051905
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.309131561
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.212522047
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),0.428318004,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,0.269163342,-0.193596822,-0.383134805,-0.146061365
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),0.428318004,0.228593522,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,-0.072849685,-0.193596822,-0.383134805,-0.177376173
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.300886439
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.21626983
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.247584638
Chrysler,200,0.754580097,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.267572813
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),0.428318004,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,0.155159,-0.193596822,-0.383134805,-0.177376173
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),0.428318004,0.228593522,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,0.155159,-0.193596822,-0.383134805,-0.146061365
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.23101111
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.300886439
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.247584638
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),0.428318004,-0.343611853,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,0.155159,-0.193596822,-0.383134805,-0.160802644
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.212522047
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.309131561
Chrysler,200,0.88805019,flex-fuel (unleaded/E85),-0.610866887,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.36966367,-0.383134805,-0.267572813
Nissan,200SX,-1.914821755,regular unleaded,-1.256846684,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,1.067193739,0.707619966,0.318132956,-0.64218453
Nissan,200SX,-1.914821755,regular unleaded,-1.256846684,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,1.067193739,0.707619966,0.318132956,-0.64218453
Nissan,200SX,-1.914821755,regular unleaded,-1.022796033,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.269163342,0.144359473,0.318132956,-0.64218453
Nissan,200SX,-1.781351662,regular unleaded,-1.022796033,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.269163342,0.144359473,0.318132956,-0.64218453
Nissan,200SX,-1.781351662,regular unleaded,-1.256846684,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.953189397,0.594967867,0.318132956,-0.64218453
Nissan,200SX,-1.781351662,regular unleaded,-1.256846684,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.953189397,0.594967867,0.318132956,-0.64218453
Nissan,200SX,-1.647881569,regular unleaded,-1.256846684,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.953189397,0.594967867,0.318132956,-0.64218453
Nissan,200SX,-1.647881569,regular unleaded,-1.256846684,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.953189397,0.594967867,0.318132956,-0.64218453
Nissan,200SX,-1.647881569,regular unleaded,-1.022796033,-0.915817229,MANUAL,front wheel drive,-1.63498399,Compact,Coupe,0.155159,0.031707375,0.318132956,-0.640968582
Nissan,240SX,-1.914821755,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.072849685,-0.080944723,0.318132956,-0.61365141
Nissan,240SX,-1.914821755,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.072849685,-0.080944723,0.318132956,-0.616866175
Nissan,240SX,-1.781351662,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.072849685,-0.080944723,0.318132956,-0.610370018
Nissan,240SX,-1.781351662,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.072849685,-0.080944723,0.318132956,-0.605839365
Nissan,240SX,-1.781351662,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.072849685,-0.080944723,0.318132956,-0.607088625
Nissan,240SX,-1.647881569,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.186854028,0.031707375,0.318132956,-0.603890517
Nissan,240SX,-1.647881569,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.186854028,0.031707375,0.318132956,-0.597327733
Nissan,240SX,-1.647881569,regular unleaded,-0.882365642,-0.915817229,MANUAL,rear wheel drive,-1.63498399,Compact,Coupe,-0.186854028,0.031707375,0.318132956,-0.607088625
Volvo,240,-2.582172217,regular unleaded,-1.26620871,-0.915817229,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Wagon,-0.072849685,-0.080944723,-0.48381883,-0.64218453
Volvo,240,-2.582172217,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Sedan,-0.072849685,-0.193596822,-0.48381883,-0.64218453
Volvo,240,-2.582172217,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Sedan,-0.072849685,-0.080944723,-0.48381883,-0.64218453
Volvo,240,-2.448702125,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Wagon,-0.072849685,-0.080944723,-0.48381883,-0.64218453
Volvo,240,-2.448702125,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Sedan,-0.072849685,-0.080944723,-0.48381883,-0.64218453
Volvo,240,-2.448702125,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Sedan,-0.072849685,-0.080944723,-0.48381883,-0.64218453
Volvo,240,-2.315232032,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Wagon,-0.072849685,-0.080944723,-0.48381883,-0.64218453
Volvo,240,-2.315232032,regular unleaded,-1.26620871,-0.915817229,MANUAL,rear wheel drive,0.661949346,Midsize,Wagon,-0.186854028,-0.193596822,-0.48381883,-0.64218453
Mazda,2,0.220699727,regular unleaded,-0.002335194,-0.915817229,MANUAL,front wheel drive,0.661949346,Compact,4dr Hatchback,0.953189397,1.045576261,-0.683778714,-0.408656016
Mazda,2,0.220699727,regular unleaded,-1.397277075,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Compact,4dr Hatchback,0.953189397,1.045576261,-0.001521224,-0.433474667
Mazda,2,0.220699727,regular unleaded,-1.397277075,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Compact,4dr Hatchback,0.839185054,0.932924163,-0.683778714,-0.394664294
Mazda,2,0.220699727,regular unleaded,-1.397277075,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Compact,4dr Hatchback,0.839185054,0.932924163,-0.683778714,-0.419482945
Mazda,2,0.354169819,regular unleaded,-1.397277075,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Compact,4dr Hatchback,0.839185054,0.932924163,-0.683778714,-0.391499499
Mazda,2,0.354169819,regular unleaded,-1.397277075,-0.915817229,MANUAL,front wheel drive,0.661949346,Compact,4dr Hatchback,0.839185054,0.932924163,-0.683778714,-0.41631815
Mazda,2,0.354169819,regular unleaded,-1.397277075,-0.915817229,MANUAL,front wheel drive,0.661949346,Compact,4dr Hatchback,-0.072849685,1.045576261,-0.683778714,-0.405491222
Mazda,2,0.354169819,regular unleaded,-1.397277075,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Compact,4dr Hatchback,0.953189397,1.045576261,-0.683778714,-0.430309873
Mazda,2,0.487639912,regular unleaded,-0.002335194,-0.915817229,AUTOMATIC,front wheel drive,0.661949346,Compact,4dr Hatchback,0.839185054,0.932924163,-0.683778714,-0.391499499
Mazda,2,0.487639912,regular unleaded,-1.397277075,-0.915817229,MANUAL,front wheel drive,0.661949346,Compact,4dr Hatchback,0.839185054,0.932924163,-0.683778714,-0.41631815
Mazda,2,0.487639912,regular unleaded,-1.397277075,-0.915817229,MANUAL,front wheel drive,0.661949346,Compact,4dr Hatchback,0.953189397,1.045576261,-0.683778714,-0.405491222
Mazda,2,0.487639912,regular unleaded,-1.397277075,-0.915817229,MANUAL,front wheel drive,-0.486517322,Compact,4dr Hatchback,0.953189397,1.045576261,-0.683778714,-0.430309873
BMW,3 Series Gran Turismo,0.621110005,premium unleaded (required),0.475128134,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,4dr Hatchback,0.383167684,0.031707375,1.660821328,0.111536243
BMW,3 Series Gran Turismo,0.621110005,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,4dr Hatchback,0.725180712,0.257011572,1.660821328,0.021589454
BMW,3 Series Gran Turismo,0.621110005,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,4dr Hatchback,-0.072849685,0.257011572,1.660821328,0.021589454
BMW,3 Series Gran Turismo,0.754580097,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,-0.486517322,Midsize,4dr Hatchback,0.839185054,0.257011572,1.660821328,0.040744789
BMW,3 Series Gran Turismo,0.754580097,premium unleaded (required),0.475128134,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,4dr Hatchback,0.383167684,0.031707375,1.660821328,0.144017027
BMW,3 Series Gran Turismo,0.88805019,premium unleaded (required),-0.002335194,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,4dr Hatchback,0.383167684,0.031707375,1.660821328,0.151512593
BMW,3 Series Gran Turismo,0.88805019,premium unleaded (required),-0.01169722,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,4dr Hatchback,0.725180712,0.36966367,1.660821328,0.056568761
BMW,3 Series,0.621110005,premium unleaded (required),-0.077231402,-0.915817229,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Wagon,0.725180712,0.257011572,1.660821328,0.023255136
BMW,3 Series,0.621110005,premium unleaded (required),0.802799046,0.228593522,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Sedan,0.725180712,0.594967867,1.660821328,0.159840999
BMW,3 Series,0.621110005,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Sedan,0.953189397,0.36966367,1.660821328,-0.050867681
BMW,3 Series,0.621110005,diesel,0.475128134,-0.343611853,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Sedan,0.611176369,0.144359473,1.660821328,0.053237398
BMW,3 Series,0.621110005,premium unleaded (required),-0.648314991,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,2.093232821,1.383532557,-0.001521224,-0.025882462
BMW,3 Series,0.621110005,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,-0.072849685,0.257011572,1.660821328,-0.017554055
BMW,3 Series,-0.046240458,premium unleaded (required),-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,0.725180712,0.257011572,1.660821328,-0.017554055
BMW,3 Series,0.621110005,premium unleaded (required),-0.648314991,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,0.953189397,0.36966367,1.660821328,-0.093342553
BMW,3 Series,0.621110005,diesel,0.475128134,0.228593522,AUTOMATIC,all wheel drive,0.661949346,Midsize,Wagon,0.383167684,0.031707375,1.660821328,0.086551024
BMW,3 Series,0.621110005,premium unleaded (required),-0.648314991,-0.915817229,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Sedan,1.865224136,1.270880458,1.660821328,0.048240355
BMW,3 Series,0.621110005,diesel,-0.086593428,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,0.953189397,0.36966367,1.660821328,-0.050867681
BMW,3 Series,0.621110005,premium unleaded (required),-0.648314991,-0.915817229,AUTOMATIC,rear wheel drive,0.661949346,Midsize,Sedan,1.865224136,1.270880458,1.660821328,0.007431164
BMW,3 Series,0.621110005,diesel,-0.648314991,-0.915817229,AUTOMATIC,all wheel drive,0.661949346,Midsize,Sedan,1.067193739,0.482315769,1.660821328,-0.126656178
BMW,3 Series,0.754580097,premium unleaded (required),-0.648314991,-0.915817229,AUTOMATIC,all wheel drive,-0.486517322,Midsize,Sedan,1.523211109,1.15822836,1.660821328,0.021589454
